class_name,source_folder,original_filename,original_path,augmentation_type,output_filename,output_path,parameters_json,original_height,original_width,output_height,output_width
word,word_pdfs_png,DNA.png,word_pdfs_png/DNA.png,random_crop,DNA__random_crop.png,augmented_images/word/random_crop/DNA__random_crop.png,"{""top_crop_pct"": 0.029, ""bottom_crop_pct"": 0.0142, ""left_crop_pct"": 0.0142, ""right_crop_pct"": 0.0232, ""cropped_size"": [149, 147]}",155,153,155,153
word,word_pdfs_png,DNA.png,word_pdfs_png/DNA.png,bit_depth_reduction,DNA__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/DNA__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",155,153,155,153
word,word_pdfs_png,Dante_Alighieri.png,word_pdfs_png/Dante_Alighieri.png,gaussian_noise,Dante_Alighieri__gaussian_noise.png,augmented_images/word/gaussian_noise/Dante_Alighieri__gaussian_noise.png,"{""sigma"": 7.3559}",162,160,162,160
word,word_pdfs_png,Dante_Alighieri.png,word_pdfs_png/Dante_Alighieri.png,jpeg_compression,Dante_Alighieri__jpeg_compression.png,augmented_images/word/jpeg_compression/Dante_Alighieri__jpeg_compression.png,"{""jpeg_quality"": 31}",162,160,162,160
word,word_pdfs_png,Dante_Alighieri.png,word_pdfs_png/Dante_Alighieri.png,dpi_downsampling,Dante_Alighieri__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Dante_Alighieri__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [81, 80]}",162,160,162,160
word,word_pdfs_png,Dante_Alighieri.png,word_pdfs_png/Dante_Alighieri.png,random_crop,Dante_Alighieri__random_crop.png,augmented_images/word/random_crop/Dante_Alighieri__random_crop.png,"{""top_crop_pct"": 0.0131, ""bottom_crop_pct"": 0.0182, ""left_crop_pct"": 0.0238, ""right_crop_pct"": 0.0194, ""cropped_size"": [157, 153]}",162,160,162,160
word,word_pdfs_png,Dante_Alighieri.png,word_pdfs_png/Dante_Alighieri.png,bit_depth_reduction,Dante_Alighieri__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Dante_Alighieri__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",162,160,162,160
word,word_pdfs_png,Danube.png,word_pdfs_png/Danube.png,gaussian_noise,Danube__gaussian_noise.png,augmented_images/word/gaussian_noise/Danube__gaussian_noise.png,"{""sigma"": 5.4896}",155,154,155,154
word,word_pdfs_png,Danube.png,word_pdfs_png/Danube.png,jpeg_compression,Danube__jpeg_compression.png,augmented_images/word/jpeg_compression/Danube__jpeg_compression.png,"{""jpeg_quality"": 38}",155,154,155,154
word,word_pdfs_png,Danube.png,word_pdfs_png/Danube.png,dpi_downsampling,Danube__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Danube__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [37, 37]}",155,154,155,154
word,word_pdfs_png,Danube.png,word_pdfs_png/Danube.png,random_crop,Danube__random_crop.png,augmented_images/word/random_crop/Danube__random_crop.png,"{""top_crop_pct"": 0.0241, ""bottom_crop_pct"": 0.0191, ""left_crop_pct"": 0.0237, ""right_crop_pct"": 0.0285, ""cropped_size"": [148, 146]}",155,154,155,154
word,word_pdfs_png,Danube.png,word_pdfs_png/Danube.png,bit_depth_reduction,Danube__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Danube__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",155,154,155,154
word,word_pdfs_png,Dark_energy.png,word_pdfs_png/Dark_energy.png,gaussian_noise,Dark_energy__gaussian_noise.png,augmented_images/word/gaussian_noise/Dark_energy__gaussian_noise.png,"{""sigma"": 16.8174}",157,156,157,156
word,word_pdfs_png,Dark_energy.png,word_pdfs_png/Dark_energy.png,jpeg_compression,Dark_energy__jpeg_compression.png,augmented_images/word/jpeg_compression/Dark_energy__jpeg_compression.png,"{""jpeg_quality"": 60}",157,156,157,156
word,word_pdfs_png,Dark_energy.png,word_pdfs_png/Dark_energy.png,dpi_downsampling,Dark_energy__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Dark_energy__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [78, 78]}",157,156,157,156
word,word_pdfs_png,Dark_energy.png,word_pdfs_png/Dark_energy.png,random_crop,Dark_energy__random_crop.png,augmented_images/word/random_crop/Dark_energy__random_crop.png,"{""top_crop_pct"": 0.0185, ""bottom_crop_pct"": 0.0209, ""left_crop_pct"": 0.023, ""right_crop_pct"": 0.0282, ""cropped_size"": [151, 148]}",157,156,157,156
word,word_pdfs_png,Dark_energy.png,word_pdfs_png/Dark_energy.png,bit_depth_reduction,Dark_energy__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Dark_energy__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",157,156,157,156
word,word_pdfs_png,Dark_matter.png,word_pdfs_png/Dark_matter.png,gaussian_noise,Dark_matter__gaussian_noise.png,augmented_images/word/gaussian_noise/Dark_matter__gaussian_noise.png,"{""sigma"": 17.3995}",159,158,159,158
word,word_pdfs_png,Dark_matter.png,word_pdfs_png/Dark_matter.png,jpeg_compression,Dark_matter__jpeg_compression.png,augmented_images/word/jpeg_compression/Dark_matter__jpeg_compression.png,"{""jpeg_quality"": 24}",159,158,159,158
word,word_pdfs_png,Dark_matter.png,word_pdfs_png/Dark_matter.png,dpi_downsampling,Dark_matter__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Dark_matter__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [80, 79]}",159,158,159,158
word,word_pdfs_png,Dark_matter.png,word_pdfs_png/Dark_matter.png,random_crop,Dark_matter__random_crop.png,augmented_images/word/random_crop/Dark_matter__random_crop.png,"{""top_crop_pct"": 0.0133, ""bottom_crop_pct"": 0.0162, ""left_crop_pct"": 0.025, ""right_crop_pct"": 0.0214, ""cropped_size"": [154, 151]}",159,158,159,158
word,word_pdfs_png,Dark_matter.png,word_pdfs_png/Dark_matter.png,bit_depth_reduction,Dark_matter__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Dark_matter__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",159,158,159,158
word,word_pdfs_png,Dead_Sea.png,word_pdfs_png/Dead_Sea.png,gaussian_noise,Dead_Sea__gaussian_noise.png,augmented_images/word/gaussian_noise/Dead_Sea__gaussian_noise.png,"{""sigma"": 9.3292}",189,188,189,188
word,word_pdfs_png,Dead_Sea.png,word_pdfs_png/Dead_Sea.png,jpeg_compression,Dead_Sea__jpeg_compression.png,augmented_images/word/jpeg_compression/Dead_Sea__jpeg_compression.png,"{""jpeg_quality"": 27}",189,188,189,188
word,word_pdfs_png,Dead_Sea.png,word_pdfs_png/Dead_Sea.png,dpi_downsampling,Dead_Sea__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Dead_Sea__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [45, 45]}",189,188,189,188
word,word_pdfs_png,Dead_Sea.png,word_pdfs_png/Dead_Sea.png,random_crop,Dead_Sea__random_crop.png,augmented_images/word/random_crop/Dead_Sea__random_crop.png,"{""top_crop_pct"": 0.0238, ""bottom_crop_pct"": 0.024, ""left_crop_pct"": 0.0289, ""right_crop_pct"": 0.02, ""cropped_size"": [180, 179]}",189,188,189,188
word,word_pdfs_png,Dead_Sea.png,word_pdfs_png/Dead_Sea.png,bit_depth_reduction,Dead_Sea__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Dead_Sea__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",189,188,189,188
word,word_pdfs_png,Deforestation.png,word_pdfs_png/Deforestation.png,gaussian_noise,Deforestation__gaussian_noise.png,augmented_images/word/gaussian_noise/Deforestation__gaussian_noise.png,"{""sigma"": 12.4069}",161,160,161,160
word,word_pdfs_png,Deforestation.png,word_pdfs_png/Deforestation.png,jpeg_compression,Deforestation__jpeg_compression.png,augmented_images/word/jpeg_compression/Deforestation__jpeg_compression.png,"{""jpeg_quality"": 25}",161,160,161,160
word,word_pdfs_png,Deforestation.png,word_pdfs_png/Deforestation.png,dpi_downsampling,Deforestation__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Deforestation__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [80, 80]}",161,160,161,160
word,word_pdfs_png,Deforestation.png,word_pdfs_png/Deforestation.png,random_crop,Deforestation__random_crop.png,augmented_images/word/random_crop/Deforestation__random_crop.png,"{""top_crop_pct"": 0.0278, ""bottom_crop_pct"": 0.0247, ""left_crop_pct"": 0.0221, ""right_crop_pct"": 0.0105, ""cropped_size"": [153, 154]}",161,160,161,160
word,word_pdfs_png,Deforestation.png,word_pdfs_png/Deforestation.png,bit_depth_reduction,Deforestation__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Deforestation__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",161,160,161,160
word,word_pdfs_png,Democracy.png,word_pdfs_png/Democracy.png,gaussian_noise,Democracy__gaussian_noise.png,augmented_images/word/gaussian_noise/Democracy__gaussian_noise.png,"{""sigma"": 8.4339}",163,162,163,162
word,word_pdfs_png,Democracy.png,word_pdfs_png/Democracy.png,jpeg_compression,Democracy__jpeg_compression.png,augmented_images/word/jpeg_compression/Democracy__jpeg_compression.png,"{""jpeg_quality"": 63}",163,162,163,162
word,word_pdfs_png,Democracy.png,word_pdfs_png/Democracy.png,dpi_downsampling,Democracy__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Democracy__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [82, 81]}",163,162,163,162
word,word_pdfs_png,Democracy.png,word_pdfs_png/Democracy.png,random_crop,Democracy__random_crop.png,augmented_images/word/random_crop/Democracy__random_crop.png,"{""top_crop_pct"": 0.03, ""bottom_crop_pct"": 0.0234, ""left_crop_pct"": 0.0154, ""right_crop_pct"": 0.0108, ""cropped_size"": [154, 158]}",163,162,163,162
word,word_pdfs_png,Democracy.png,word_pdfs_png/Democracy.png,bit_depth_reduction,Democracy__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Democracy__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",163,162,163,162
word,word_pdfs_png,Denali.png,word_pdfs_png/Denali.png,gaussian_noise,Denali__gaussian_noise.png,augmented_images/word/gaussian_noise/Denali__gaussian_noise.png,"{""sigma"": 16.344}",158,156,158,156
word,word_pdfs_png,Denali.png,word_pdfs_png/Denali.png,jpeg_compression,Denali__jpeg_compression.png,augmented_images/word/jpeg_compression/Denali__jpeg_compression.png,"{""jpeg_quality"": 50}",158,156,158,156
word,word_pdfs_png,Denali.png,word_pdfs_png/Denali.png,dpi_downsampling,Denali__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Denali__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [38, 37]}",158,156,158,156
word,word_pdfs_png,Denali.png,word_pdfs_png/Denali.png,random_crop,Denali__random_crop.png,augmented_images/word/random_crop/Denali__random_crop.png,"{""top_crop_pct"": 0.0283, ""bottom_crop_pct"": 0.0136, ""left_crop_pct"": 0.0217, ""right_crop_pct"": 0.0227, ""cropped_size"": [152, 149]}",158,156,158,156
word,word_pdfs_png,Denali.png,word_pdfs_png/Denali.png,bit_depth_reduction,Denali__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Denali__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",158,156,158,156
word,word_pdfs_png,Depression.png,word_pdfs_png/Depression.png,gaussian_noise,Depression__gaussian_noise.png,augmented_images/word/gaussian_noise/Depression__gaussian_noise.png,"{""sigma"": 12.3759}",117,116,117,116
word,word_pdfs_png,Depression.png,word_pdfs_png/Depression.png,jpeg_compression,Depression__jpeg_compression.png,augmented_images/word/jpeg_compression/Depression__jpeg_compression.png,"{""jpeg_quality"": 25}",117,116,117,116
word,word_pdfs_png,Depression.png,word_pdfs_png/Depression.png,dpi_downsampling,Depression__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Depression__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [28, 28]}",117,116,117,116
word,word_pdfs_png,Depression.png,word_pdfs_png/Depression.png,random_crop,Depression__random_crop.png,augmented_images/word/random_crop/Depression__random_crop.png,"{""top_crop_pct"": 0.017, ""bottom_crop_pct"": 0.0167, ""left_crop_pct"": 0.0234, ""right_crop_pct"": 0.0272, ""cropped_size"": [113, 110]}",117,116,117,116
word,word_pdfs_png,Depression.png,word_pdfs_png/Depression.png,bit_depth_reduction,Depression__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Depression__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",117,116,117,116
word,word_pdfs_png,Design.png,word_pdfs_png/Design.png,gaussian_noise,Design__gaussian_noise.png,augmented_images/word/gaussian_noise/Design__gaussian_noise.png,"{""sigma"": 9.9471}",141,139,141,139
word,word_pdfs_png,Design.png,word_pdfs_png/Design.png,jpeg_compression,Design__jpeg_compression.png,augmented_images/word/jpeg_compression/Design__jpeg_compression.png,"{""jpeg_quality"": 64}",141,139,141,139
word,word_pdfs_png,Design.png,word_pdfs_png/Design.png,dpi_downsampling,Design__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Design__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [34, 33]}",141,139,141,139
word,word_pdfs_png,Design.png,word_pdfs_png/Design.png,random_crop,Design__random_crop.png,augmented_images/word/random_crop/Design__random_crop.png,"{""top_crop_pct"": 0.0158, ""bottom_crop_pct"": 0.0289, ""left_crop_pct"": 0.0263, ""right_crop_pct"": 0.021, ""cropped_size"": [135, 132]}",141,139,141,139
word,word_pdfs_png,Design.png,word_pdfs_png/Design.png,bit_depth_reduction,Design__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Design__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",141,139,141,139
word,word_pdfs_png,Diabetes.png,word_pdfs_png/Diabetes.png,gaussian_noise,Diabetes__gaussian_noise.png,augmented_images/word/gaussian_noise/Diabetes__gaussian_noise.png,"{""sigma"": 11.8224}",159,158,159,158
word,word_pdfs_png,Diabetes.png,word_pdfs_png/Diabetes.png,jpeg_compression,Diabetes__jpeg_compression.png,augmented_images/word/jpeg_compression/Diabetes__jpeg_compression.png,"{""jpeg_quality"": 40}",159,158,159,158
word,word_pdfs_png,Diabetes.png,word_pdfs_png/Diabetes.png,dpi_downsampling,Diabetes__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Diabetes__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [38, 38]}",159,158,159,158
word,word_pdfs_png,Diabetes.png,word_pdfs_png/Diabetes.png,random_crop,Diabetes__random_crop.png,augmented_images/word/random_crop/Diabetes__random_crop.png,"{""top_crop_pct"": 0.0165, ""bottom_crop_pct"": 0.0294, ""left_crop_pct"": 0.0181, ""right_crop_pct"": 0.0203, ""cropped_size"": [151, 152]}",159,158,159,158
word,word_pdfs_png,Diabetes.png,word_pdfs_png/Diabetes.png,bit_depth_reduction,Diabetes__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Diabetes__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",159,158,159,158
word,word_pdfs_png,Dissolution_of_the_Soviet_Union.png,word_pdfs_png/Dissolution_of_the_Soviet_Union.png,gaussian_noise,Dissolution_of_the_Soviet_Union__gaussian_noise.png,augmented_images/word/gaussian_noise/Dissolution_of_the_Soviet_Union__gaussian_noise.png,"{""sigma"": 19.8218}",174,173,174,173
word,word_pdfs_png,Dissolution_of_the_Soviet_Union.png,word_pdfs_png/Dissolution_of_the_Soviet_Union.png,jpeg_compression,Dissolution_of_the_Soviet_Union__jpeg_compression.png,augmented_images/word/jpeg_compression/Dissolution_of_the_Soviet_Union__jpeg_compression.png,"{""jpeg_quality"": 62}",174,173,174,173
word,word_pdfs_png,Dissolution_of_the_Soviet_Union.png,word_pdfs_png/Dissolution_of_the_Soviet_Union.png,dpi_downsampling,Dissolution_of_the_Soviet_Union__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Dissolution_of_the_Soviet_Union__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [42, 42]}",174,173,174,173
word,word_pdfs_png,Dissolution_of_the_Soviet_Union.png,word_pdfs_png/Dissolution_of_the_Soviet_Union.png,random_crop,Dissolution_of_the_Soviet_Union__random_crop.png,augmented_images/word/random_crop/Dissolution_of_the_Soviet_Union__random_crop.png,"{""top_crop_pct"": 0.0183, ""bottom_crop_pct"": 0.0138, ""left_crop_pct"": 0.0172, ""right_crop_pct"": 0.0251, ""cropped_size"": [169, 166]}",174,173,174,173
word,word_pdfs_png,Dissolution_of_the_Soviet_Union.png,word_pdfs_png/Dissolution_of_the_Soviet_Union.png,bit_depth_reduction,Dissolution_of_the_Soviet_Union__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Dissolution_of_the_Soviet_Union__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",174,173,174,173
word,word_pdfs_png,Drama.png,word_pdfs_png/Drama.png,gaussian_noise,Drama__gaussian_noise.png,augmented_images/word/gaussian_noise/Drama__gaussian_noise.png,"{""sigma"": 14.3811}",160,159,160,159
word,word_pdfs_png,Drama.png,word_pdfs_png/Drama.png,jpeg_compression,Drama__jpeg_compression.png,augmented_images/word/jpeg_compression/Drama__jpeg_compression.png,"{""jpeg_quality"": 68}",160,159,160,159
word,word_pdfs_png,Drama.png,word_pdfs_png/Drama.png,dpi_downsampling,Drama__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Drama__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [80, 80]}",160,159,160,159
word,word_pdfs_png,Drama.png,word_pdfs_png/Drama.png,random_crop,Drama__random_crop.png,augmented_images/word/random_crop/Drama__random_crop.png,"{""top_crop_pct"": 0.0141, ""bottom_crop_pct"": 0.021, ""left_crop_pct"": 0.0286, ""right_crop_pct"": 0.0188, ""cropped_size"": [155, 151]}",160,159,160,159
word,word_pdfs_png,Drama.png,word_pdfs_png/Drama.png,bit_depth_reduction,Drama__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Drama__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",160,159,160,159
word,word_pdfs_png,Earth.png,word_pdfs_png/Earth.png,gaussian_noise,Earth__gaussian_noise.png,augmented_images/word/gaussian_noise/Earth__gaussian_noise.png,"{""sigma"": 15.4738}",166,164,166,164
word,word_pdfs_png,Earth.png,word_pdfs_png/Earth.png,jpeg_compression,Earth__jpeg_compression.png,augmented_images/word/jpeg_compression/Earth__jpeg_compression.png,"{""jpeg_quality"": 27}",166,164,166,164
word,word_pdfs_png,Earth.png,word_pdfs_png/Earth.png,dpi_downsampling,Earth__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Earth__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [83, 82]}",166,164,166,164
word,word_pdfs_png,Earth.png,word_pdfs_png/Earth.png,random_crop,Earth__random_crop.png,augmented_images/word/random_crop/Earth__random_crop.png,"{""top_crop_pct"": 0.0295, ""bottom_crop_pct"": 0.0222, ""left_crop_pct"": 0.0148, ""right_crop_pct"": 0.0132, ""cropped_size"": [157, 160]}",166,164,166,164
word,word_pdfs_png,Earth.png,word_pdfs_png/Earth.png,bit_depth_reduction,Earth__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Earth__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",166,164,166,164
word,word_pdfs_png,Earthquake.png,word_pdfs_png/Earthquake.png,gaussian_noise,Earthquake__gaussian_noise.png,augmented_images/word/gaussian_noise/Earthquake__gaussian_noise.png,"{""sigma"": 13.2626}",155,153,155,153
word,word_pdfs_png,Earthquake.png,word_pdfs_png/Earthquake.png,jpeg_compression,Earthquake__jpeg_compression.png,augmented_images/word/jpeg_compression/Earthquake__jpeg_compression.png,"{""jpeg_quality"": 55}",155,153,155,153
word,word_pdfs_png,Earthquake.png,word_pdfs_png/Earthquake.png,dpi_downsampling,Earthquake__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Earthquake__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [37, 37]}",155,153,155,153
word,word_pdfs_png,Earthquake.png,word_pdfs_png/Earthquake.png,random_crop,Earthquake__random_crop.png,augmented_images/word/random_crop/Earthquake__random_crop.png,"{""top_crop_pct"": 0.0119, ""bottom_crop_pct"": 0.0298, ""left_crop_pct"": 0.0283, ""right_crop_pct"": 0.0192, ""cropped_size"": [148, 146]}",155,153,155,153
word,word_pdfs_png,Earthquake.png,word_pdfs_png/Earthquake.png,bit_depth_reduction,Earthquake__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Earthquake__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",155,153,155,153
word,word_pdfs_png,Ecology.png,word_pdfs_png/Ecology.png,gaussian_noise,Ecology__gaussian_noise.png,augmented_images/word/gaussian_noise/Ecology__gaussian_noise.png,"{""sigma"": 6.762}",154,152,154,152
word,word_pdfs_png,Ecology.png,word_pdfs_png/Ecology.png,jpeg_compression,Ecology__jpeg_compression.png,augmented_images/word/jpeg_compression/Ecology__jpeg_compression.png,"{""jpeg_quality"": 73}",154,152,154,152
word,word_pdfs_png,Ecology.png,word_pdfs_png/Ecology.png,dpi_downsampling,Ecology__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Ecology__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [77, 76]}",154,152,154,152
word,word_pdfs_png,Ecology.png,word_pdfs_png/Ecology.png,random_crop,Ecology__random_crop.png,augmented_images/word/random_crop/Ecology__random_crop.png,"{""top_crop_pct"": 0.02, ""bottom_crop_pct"": 0.0243, ""left_crop_pct"": 0.0202, ""right_crop_pct"": 0.0155, ""cropped_size"": [147, 147]}",154,152,154,152
word,word_pdfs_png,Ecology.png,word_pdfs_png/Ecology.png,bit_depth_reduction,Ecology__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Ecology__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",154,152,154,152
word,word_pdfs_png,Economics.png,word_pdfs_png/Economics.png,gaussian_noise,Economics__gaussian_noise.png,augmented_images/word/gaussian_noise/Economics__gaussian_noise.png,"{""sigma"": 17.5209}",144,142,144,142
word,word_pdfs_png,Economics.png,word_pdfs_png/Economics.png,jpeg_compression,Economics__jpeg_compression.png,augmented_images/word/jpeg_compression/Economics__jpeg_compression.png,"{""jpeg_quality"": 50}",144,142,144,142
word,word_pdfs_png,Economics.png,word_pdfs_png/Economics.png,dpi_downsampling,Economics__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Economics__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [72, 71]}",144,142,144,142
word,word_pdfs_png,Economics.png,word_pdfs_png/Economics.png,random_crop,Economics__random_crop.png,augmented_images/word/random_crop/Economics__random_crop.png,"{""top_crop_pct"": 0.0191, ""bottom_crop_pct"": 0.0129, ""left_crop_pct"": 0.0138, ""right_crop_pct"": 0.022, ""cropped_size"": [139, 137]}",144,142,144,142
word,word_pdfs_png,Economics.png,word_pdfs_png/Economics.png,bit_depth_reduction,Economics__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Economics__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",144,142,144,142
word,word_pdfs_png,Education.png,word_pdfs_png/Education.png,gaussian_noise,Education__gaussian_noise.png,augmented_images/word/gaussian_noise/Education__gaussian_noise.png,"{""sigma"": 16.1944}",160,159,160,159
word,word_pdfs_png,Education.png,word_pdfs_png/Education.png,jpeg_compression,Education__jpeg_compression.png,augmented_images/word/jpeg_compression/Education__jpeg_compression.png,"{""jpeg_quality"": 28}",160,159,160,159
word,word_pdfs_png,Education.png,word_pdfs_png/Education.png,dpi_downsampling,Education__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Education__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [80, 80]}",160,159,160,159
word,word_pdfs_png,Education.png,word_pdfs_png/Education.png,random_crop,Education__random_crop.png,augmented_images/word/random_crop/Education__random_crop.png,"{""top_crop_pct"": 0.0155, ""bottom_crop_pct"": 0.0258, ""left_crop_pct"": 0.0183, ""right_crop_pct"": 0.0287, ""cropped_size"": [154, 151]}",160,159,160,159
word,word_pdfs_png,Education.png,word_pdfs_png/Education.png,bit_depth_reduction,Education__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Education__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",160,159,160,159
word,word_pdfs_png,Egypt.png,word_pdfs_png/Egypt.png,gaussian_noise,Egypt__gaussian_noise.png,augmented_images/word/gaussian_noise/Egypt__gaussian_noise.png,"{""sigma"": 12.6161}",188,186,188,186
word,word_pdfs_png,Egypt.png,word_pdfs_png/Egypt.png,jpeg_compression,Egypt__jpeg_compression.png,augmented_images/word/jpeg_compression/Egypt__jpeg_compression.png,"{""jpeg_quality"": 72}",188,186,188,186
word,word_pdfs_png,Egypt.png,word_pdfs_png/Egypt.png,dpi_downsampling,Egypt__dpi_downsampling.png,augmented_images/word/dpi_downsampling/Egypt__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [94, 93]}",188,186,188,186
word,word_pdfs_png,Egypt.png,word_pdfs_png/Egypt.png,random_crop,Egypt__random_crop.png,augmented_images/word/random_crop/Egypt__random_crop.png,"{""top_crop_pct"": 0.0157, ""bottom_crop_pct"": 0.016, ""left_crop_pct"": 0.0217, ""right_crop_pct"": 0.03, ""cropped_size"": [182, 176]}",188,186,188,186
word,word_pdfs_png,Egypt.png,word_pdfs_png/Egypt.png,bit_depth_reduction,Egypt__bit_depth_reduction.png,augmented_images/word/bit_depth_reduction/Egypt__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",188,186,188,186
